@relation 'training_tututorial1-weka.filters.unsupervised.attribute.Remove-R51-53-weka.filters.unsupervised.attribute.Remove-R3,8-9,13-15,19-21,25-27,31-weka.filters.unsupervised.attribute.Remove-R37'

@attribute posX numeric
@attribute posY numeric
@attribute North {True,False}
@attribute South {True,False}
@attribute East {True,False}
@attribute West {True,False}
@attribute dghost1pacmanX numeric
@attribute dghost1pacmanY numeric
@attribute dGhost1 numeric
@attribute dghost2pacmanX numeric
@attribute dghost2pacmanY numeric
@attribute dGhost2 numeric
@attribute dghost3pacmanX numeric
@attribute dghost3pacmanY numeric
@attribute dGhost3 numeric
@attribute dghost4pacmanX numeric
@attribute dghost4pacmanY numeric
@attribute dGhost4 numeric
@attribute dg1g2X numeric
@attribute dg1g2Y numeric
@attribute dg1g2M numeric
@attribute dg1g3X numeric
@attribute dg1g3Y numeric
@attribute dg1g3M numeric
@attribute dg1g4X numeric
@attribute dg1g4Y numeric
@attribute dg1g4M numeric
@attribute dg2g3X numeric
@attribute dg2g3Y numeric
@attribute dg2g3M numeric
@attribute dg2g4X numeric
@attribute dg2g4Y numeric
@attribute dg2g4M numeric
@attribute dg3g4X numeric
@attribute dg3g4Y numeric
@attribute dg3g4M numeric
@attribute DirPACMAN {North,South,East,West}

@data
19,9,True,False,True,True,4,4,8,3,4,7,6,6,12,4,8,11,1,0,1,2,2,4,0,4,4,3,2,5,1,4,5,2,2,4,East
19,10,True,True,False,False,3,3,6,2,3,5,6,5,11,4,6,11,1,0,1,3,2,5,1,3,4,4,2,6,2,3,5,2,1,3,North
19,11,True,True,False,True,3,2,5,2,2,4,6,3,9,4,6,10,1,0,1,3,1,4,1,4,5,4,1,5,2,4,6,2,3,5,North
18,11,False,False,True,True,2,2,4,1,2,3,5,2,7,3,6,8,1,0,1,3,0,3,1,4,5,4,0,4,2,4,6,2,4,6,West
17,11,False,False,True,True,0,2,2,1,2,3,4,3,7,2,5,7,1,0,1,4,1,5,2,3,5,3,1,4,1,3,4,2,2,4,West
16,11,False,False,True,True,1,2,3,1,2,3,3,2,5,1,5,6,2,0,2,4,0,4,2,3,5,2,0,2,0,3,3,2,3,5,West
17,11,False,False,True,True,0,2,2,3,2,5,4,2,6,2,5,7,3,0,3,4,0,4,2,3,5,1,0,1,1,3,4,2,3,5,East
18,11,False,False,True,True,2,2,4,3,2,5,4,2,6,3,5,9,1,0,1,2,0,2,1,3,4,1,0,1,0,3,3,1,3,4,East
19,11,True,True,False,True,4,2,6,3,2,5,4,2,6,4,6,9,1,0,1,0,0,0,0,4,4,1,0,1,1,4,5,0,4,4,East
18,11,False,False,True,True,4,2,6,1,2,3,3,2,5,3,5,7,3,0,3,1,0,1,1,3,4,2,0,2,2,3,5,0,3,3,West
17,11,False,False,True,True,2,2,4,0,2,2,2,2,4,2,4,5,2,0,2,0,0,0,0,2,2,2,0,2,2,2,4,0,2,2,West
16,11,False,False,True,True,1,2,3,1,2,3,0,2,2,0,4,5,2,0,2,1,0,1,1,2,3,1,0,1,1,2,3,0,2,2,West
17,11,False,False,True,True,2,2,4,1,2,3,0,2,2,2,4,5,1,0,1,2,0,2,0,2,2,1,0,1,1,2,3,2,2,4,East
18,11,False,False,True,True,4,2,6,2,2,4,1,2,3,2,4,7,2,0,2,3,0,3,2,2,4,1,0,1,0,2,2,1,2,3,East
17,11,False,False,True,True,3,2,5,1,2,3,1,2,3,2,4,7,2,0,2,2,0,2,1,2,3,0,0,0,1,2,3,1,2,3,West
16,11,False,False,True,True,2,3,5,0,2,2,1,2,3,2,4,5,2,1,3,3,1,4,0,1,1,1,0,1,2,2,4,3,2,5,West
17,11,False,False,True,True,3,2,5,2,2,4,0,2,2,3,3,7,1,0,1,3,0,3,0,1,1,2,0,2,1,1,2,3,1,4,East
18,11,False,False,True,True,3,2,5,2,2,4,2,2,4,5,3,7,1,0,1,1,0,1,2,1,3,0,0,0,3,1,4,3,1,4,East
17,11,False,False,True,True,2,2,4,2,2,4,1,2,3,4,2,7,0,0,0,1,0,1,2,0,2,1,0,1,2,0,2,3,0,3,West
